segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-01371,"Hanoi, Vietnam",Zone X,20.949414,105.798996,CAT-175,6.57,SRTM_3arc,Residential,D,6.32,129.6,OpenChannel,ERA5,143.3,5,ponding_hotspot|extreme_rain_history|low_lying|event_2024-02-13,0.04839203675344564,28.660000000000004,High Risk
SEG-01372,"Sydney, Australia",Zone VII,-33.915805,151.185478,CAT-161,12.64,SRTM_3arc,Green,B,6.57,106.5,Manhole,ERA5,22.0,5,monitor,0.061116279069767444,4.4,Low Risk
SEG-01373,"Istanbul, Türkiye",Sector 13,40.971305,29.10124,CAT-055,-3.0,Copernicus_GLO-30_v2023,Green,A,2.98,91.69999999999999,Manhole,ERA5,31.0,2,low_lying|sparse_drainage,0.03214670981661273,15.5,Medium Risk
SEG-01374,"Rio de Janeiro, Brazil",Borough Hillside,-22.919874,-43.06313,CAT-119,3.57,Copernicus_GLO-30_v2023,Green,D,2.25,161.8,OpenChannel,ERA5,29.0,10,low_lying|sparse_drainage,0.01382063882063882,2.9,Medium Risk
SEG-01375,"Lagos, Nigeria",Borough Delta,6.58171,3.247115,CAT-074,-3.0,Copernicus_GLO-90_v2022,Informal,B,9.57,114.7,Manhole,Blended,67.7,100,low_lying,0.08271391529818496,0.677,Medium Risk
SEG-01376,"Guangzhou, China",Zone II,23.203753,113.294124,CAT-100,21.74,SRTM_3arc,Roads,C,9.53,62.0,Manhole,ERA5,150.0,100,extreme_rain_history,0.15126984126984125,1.5,High Risk
SEG-01377,"Guangzhou, China",Sector 22,23.217971,113.179588,CAT-156,10.35,Copernicus_EEA-10_v5,Roads,B,7.73,88.7,Manhole,Blended,115.5,100,extreme_rain_history,0.08617614269788183,1.155,High Risk
SEG-01378,"Cape Town, South Africa",District 10,-34.001171,18.43076,CAT-020,118.01,Copernicus_GLO-30_v2023,Residential,B,5.32,129.2,Manhole,ERA5,20.3,100,monitor,0.04086021505376344,0.203,Low Risk
SEG-01379,"Hanoi, Vietnam",District 15,21.10357,105.710172,CAT-148,13.92,Copernicus_GLO-30_v2023,Industrial,C,8.18,50.5,CurbInlet,ERA5,66.0,5,monitor,0.15883495145631069,13.2,Low Risk
SEG-01380,"Rome, Italy",Ward G,41.924244,12.483199,CAT-068,41.29,SRTM_3arc,Industrial,A,8.37,140.9,CurbInlet,ERA5,12.6,5,monitor,0.058985200845665955,2.52,Low Risk
SEG-01381,"Athens, Greece",Ward K,37.810721,23.762692,CAT-140,67.0,Copernicus_EEA-10_v5,Residential,C,4.23,81.7,GratedInlet,LocalGauge,27.7,100,monitor,0.051148730350665056,0.27699999999999997,Low Risk
SEG-01382,"Paris, France",Zone III,48.998964,2.328633,CAT-071,57.09,SRTM_1arc,Industrial,C,9.02,78.6,GratedInlet,IMD,57.2,25,monitor,0.11331658291457286,2.2880000000000003,Low Risk
SEG-01383,"Karachi, Pakistan",Ward C,24.866421,66.958002,CAT-007,38.53,Copernicus_GLO-30_v2023,Residential,B,3.76,131.0,Manhole,IMD,13.1,2,monitor,0.028484848484848484,6.55,Low Risk
SEG-01384,"Dubai, UAE",Sector 8,25.230442,55.221772,CAT-017,109.31,SRTM_1arc,Residential,B,3.0,26.5,GratedInlet,ERA5,19.5,2,sparse_drainage,0.10909090909090909,9.75,Medium Risk
SEG-01385,"Sydney, Australia",Sector 14,-33.905229,151.251384,CAT-095,-1.21,SRTM_1arc,Roads,B,6.48,109.8,GratedInlet,ERA5,68.7,5,low_lying|event_2023-06-15,0.058483754512635384,13.74,Medium Risk
SEG-01386,"Kuala Lumpur, Malaysia",District 25,3.062267,101.616347,CAT-153,79.72,Copernicus_GLO-30_v2023,Residential,C,5.32,20.4,CurbInlet,ERA5,85.3,5,extreme_rain_history,0.24859813084112153,17.06,High Risk
SEG-01387,"Dubai, UAE",District 21,25.132368,55.151454,CAT-107,25.130000000000003,Copernicus_EEA-10_v5,Green,D,4.07,17.4,OpenChannel,IMD,23.0,5,monitor,0.22119565217391307,4.6,Low Risk
SEG-01388,"Tehran, Iran",Ward I,35.621826,51.334416,CAT-137,123.39,Copernicus_GLO-90_v2022,Residential,B,6.05,333.0,OpenChannel,ERA5,81.8,10,extreme_rain_history,0.01811377245508982,8.18,High Risk
SEG-01389,"Houston, USA",Sector 16,29.648864,-95.361247,CAT-079,-3.0,Copernicus_GLO-30_v2023,Residential,B,6.01,57.9,GratedInlet,ERA5,26.9,25,low_lying|event_2023-12-15,0.10203735144312394,1.0759999999999998,Medium Risk
SEG-01390,"New Orleans, USA",Zone IV,30.000897,-90.104285,CAT-088,-0.81,Copernicus_GLO-30_v2023,Mixed,C,6.25,91.69999999999999,Manhole,Blended,23.1,25,low_lying|event_2023-12-17,0.06742179072276161,0.924,Medium Risk
SEG-01391,"Bogotá, Colombia",Borough North,4.696227,-74.208417,CAT-003,129.25,Copernicus_GLO-30_v2023,Residential,C,4.92,360.9,OpenChannel,ERA5,47.0,5,monitor,0.013594915722575297,9.4,Low Risk
SEG-01392,"Doha, Qatar",Zone V,25.35973,51.621339,CAT-067,31.52,Copernicus_GLO-30_v2023,Residential,B,2.91,128.1,GratedInlet,ERA5,21.6,2,sparse_drainage,0.02254066615027111,10.8,Medium Risk
SEG-01393,"Rotterdam, Netherlands",Ward K,51.898676,4.378857,CAT-061,-0.41,SRTM_1arc,Residential,D,5.39,102.3,CurbInlet,Blended,35.1,25,ponding_hotspot|low_lying,0.05217812197483059,1.4040000000000001,High Risk
SEG-01394,"Guangzhou, China",Borough South,23.164792,113.204835,CAT-011,2.4,Copernicus_GLO-30_v2023,Industrial,B,7.9,265.3,OpenChannel,ERA5,62.9,100,low_lying,0.029665790461885094,0.629,Medium Risk
SEG-01395,"Houston, USA",Borough Hillside,29.623672,-95.481678,CAT-014,24.52,Copernicus_GLO-30_v2023,Roads,B,10.45,143.3,OpenChannel,ERA5,29.8,5,monitor,0.07241857241857241,5.96,Low Risk
SEG-01396,"Hanoi, Vietnam",Zone X,20.992364,105.91933,CAT-118,107.83,SRTM_1arc,Water,D,5.29,274.3,Manhole,ERA5,67.9,100,monitor,0.019215401380312386,0.679,Low Risk
SEG-01397,"Taipei, Taiwan",Zone X,24.915453,121.623325,CAT-150,9.8,Copernicus_GLO-90_v2022,Residential,D,2.05,57.1,CurbInlet,ERA5,20.2,10,sparse_drainage,0.035283993115318414,2.02,Medium Risk
SEG-01398,"Copenhagen, Denmark",Sector 25,55.787396,12.554853,CAT-101,31.69,Copernicus_GLO-90_v2022,Green,A,7.35,38.6,CurbInlet,Blended,61.3,2,monitor,0.18560606060606058,30.65,Low Risk
SEG-01399,"Paris, France",District 8,48.761506,2.279032,CAT-080,65.66,SRTM_3arc,Green,B,5.97,234.9,OpenChannel,ERA5,54.8,10,monitor,0.025307333615938954,5.4799999999999995,Low Risk
SEG-01400,"Hyderabad, India",District 30,17.446439,78.510455,CAT-103,38.39,Copernicus_GLO-30_v2023,Industrial,C,6.25,45.8,CurbInlet,IMD,65.0,50,monitor,0.13354700854700854,1.3,Low Risk
SEG-01401,"Osaka, Japan",Sector 27,34.794127,135.475521,CAT-132,-3.0,Copernicus_EEA-10_v5,Residential,D,3.95,100.8,Manhole,LocalGauge,26.6,25,ponding_hotspot|low_lying|event_2023-05-26,0.0388015717092338,1.064,High Risk
SEG-01402,"New Orleans, USA",District 20,29.993916,-90.124973,CAT-138,16.74,SRTM_3arc,Commercial,C,8.33,6.9,GratedInlet,ERA5,25.8,2,monitor,1.0544303797468355,12.9,Low Risk
SEG-01403,"Rotterdam, Netherlands",Zone II,52.016854,4.38432,CAT-169,9.06,Copernicus_EEA-10_v5,Residential,B,6.32,34.0,CurbInlet,LocalGauge,28.8,5,monitor,0.18057142857142858,5.76,Low Risk
SEG-01404,"San Francisco, USA",Ward E,37.825889,-122.467796,CAT-074,-3.0,Copernicus_GLO-30_v2023,Water,A,6.84,484.3,OpenChannel,Blended,47.7,50,low_lying,0.014094374613641046,0.9540000000000001,Medium Risk
SEG-01405,"Philadelphia, USA",Sector 20,39.982121,-75.17028,CAT-037,101.31,Copernicus_GLO-30_v2023,Roads,A,8.31,64.8,CurbInlet,ERA5,38.2,10,monitor,0.12629179331306992,3.8200000000000003,Low Risk
SEG-01406,"Lima, Peru",Sector 8,-11.99669,-77.191942,CAT-094,55.11,SRTM_3arc,Commercial,C,2.83,86.6,GratedInlet,ERA5,24.1,5,sparse_drainage,0.032305936073059364,4.82,Medium Risk
SEG-01407,"Tokyo, Japan",District 25,35.682099,139.728964,CAT-120,64.25,Copernicus_EEA-10_v5,Industrial,C,6.75,166.7,OpenChannel,Blended,27.5,10,monitor,0.04025044722719141,2.75,Low Risk
SEG-01408,"Houston, USA",Zone IV,29.724891,-95.267475,CAT-123,2.16,Copernicus_EEA-10_v5,Industrial,D,8.07,79.9,Manhole,IMD,44.8,10,ponding_hotspot|low_lying,0.09975278121137206,4.4799999999999995,High Risk
SEG-01409,"Philadelphia, USA",Borough Harbor,39.872179,-75.078438,CAT-044,72.9,Copernicus_GLO-30_v2023,Industrial,B,8.73,89.8,Manhole,LocalGauge,30.7,5,monitor,0.09614537444933921,6.14,Low Risk
SEG-01410,"Doha, Qatar",District 7,25.175249,51.602579,CAT-175,73.06,Copernicus_GLO-30_v2023,Green,A,5.42,246.3,CurbInlet,Blended,12.8,10,monitor,0.02191670036393045,1.28,Low Risk
SEG-01411,"Dubai, UAE",Sector 2,25.006856,55.272927,CAT-054,24.81,Copernicus_EEA-10_v5,Residential,D,8.51,158.3,OpenChannel,ERA5,24.4,2,monitor,0.05342121782799748,12.2,Low Risk
SEG-01412,"Riyadh, Saudi Arabia",Borough Hillside,24.682785,46.563709,CAT-005,112.11,SRTM_3arc,Roads,D,6.25,6.1,Manhole,ERA5,6.6,25,monitor,0.8802816901408451,0.264,Low Risk
SEG-01413,"Shanghai, China",Ward I,31.196289,121.326268,CAT-093,0.51,Copernicus_GLO-30_v2023,Residential,B,6.25,72.4,CurbInlet,LocalGauge,29.9,10,low_lying,0.08514986376021798,2.9899999999999998,Medium Risk
SEG-01414,"Ahmedabad, India",District 9,23.006888,72.603361,CAT-057,14.16,SRTM_1arc,Roads,B,5.83,101.9,OpenChannel,LocalGauge,31.1,10,monitor,0.05665694849368318,3.1100000000000003,Low Risk
SEG-01415,"Accra, Ghana",Sector 30,5.615897,-0.220944,CAT-052,12.76,SRTM_3arc,Commercial,B,3.79,84.5,Manhole,Blended,46.9,2,monitor,0.04432748538011696,23.45,Low Risk
SEG-01416,"Colombo, Sri Lanka",Borough Old Town,6.879043,79.734498,CAT-062,25.130000000000003,SRTM_1arc,Informal,B,9.74,236.4,Manhole,LocalGauge,70.3,2,monitor,0.041027801179443976,35.15,Low Risk
SEG-01417,"Barcelona, Spain",Borough North,41.387392,2.162235,CAT-033,24.94,Copernicus_EEA-10_v5,Commercial,D,4.62,91.69999999999999,CurbInlet,Blended,36.5,10,monitor,0.04983818770226538,3.65,Low Risk
SEG-01418,"Mumbai, India",Borough Old Town,19.060576,72.787831,CAT-023,10.01,SRTM_3arc,Green,C,6.25,346.5,CurbInlet,Blended,66.3,10,monitor,0.017985611510791366,6.63,Low Risk
SEG-01419,"Miami, USA",Zone III,25.750458,-80.115828,CAT-053,22.12,Copernicus_GLO-30_v2023,Residential,C,7.15,84.2,Manhole,LocalGauge,56.5,25,monitor,0.08392018779342723,2.26,Low Risk
SEG-01420,"Amsterdam, Netherlands",Ward G,52.264567,4.856939,CAT-085,20.69,Copernicus_GLO-30_v2023,Industrial,B,9.87,8.9,Manhole,ERA5,37.5,25,monitor,0.9969696969696968,1.5,Low Risk
SEG-01421,"Lagos, Nigeria",Sector 27,6.450344,3.308068,CAT-030,26.47,Copernicus_GLO-30_v2023,Mixed,C,6.25,45.1,Manhole,ERA5,106.5,25,extreme_rain_history,0.13557483731019523,4.26,High Risk
SEG-01422,"Jakarta, Indonesia",District 18,-6.1315,106.913555,CAT-015,12.88,SRTM_1arc,Commercial,A,7.94,77.7,CurbInlet,ERA5,38.8,2,monitor,0.1008894536213469,19.4,Low Risk
SEG-01423,"London, UK",Sector 15,51.536526,-0.126175,CAT-152,25.130000000000003,Copernicus_GLO-30_v2023,Green,B,5.3,204.2,GratedInlet,IMD,59.4,50,monitor,0.025828460038986357,1.188,Low Risk
SEG-01424,"Jakarta, Indonesia",District 4,-6.261836,106.835969,CAT-079,-3.0,Copernicus_GLO-30_v2023,Residential,B,3.44,495.5,CurbInlet,ERA5,59.8,5,low_lying,0.006928499496475327,11.959999999999999,Medium Risk
SEG-01425,"Taipei, Taiwan",Zone III,25.023869,121.611464,CAT-108,65.27,SRTM_1arc,Residential,C,5.95,174.8,OpenChannel,ERA5,39.5,2,monitor,0.0338452787258248,19.75,Low Risk
SEG-01426,"Manila, Philippines",Borough South,14.568699,120.971235,CAT-052,14.8,SRTM_3arc,Water,A,5.16,139.2,OpenChannel,LocalGauge,55.0,5,monitor,0.03680456490727532,11.0,Low Risk
SEG-01427,"Colombo, Sri Lanka",Borough Harbor,7.009007,79.879127,CAT-098,25.130000000000003,SRTM_1arc,Green,C,3.69,49.6,CurbInlet,Blended,64.7,10,monitor,0.07292490118577075,6.470000000000001,Low Risk
SEG-01428,"Athens, Greece",Sector 3,37.955957,23.657734,CAT-173,35.57,Copernicus_EEA-10_v5,Green,C,5.33,242.3,CurbInlet,ERA5,49.5,50,monitor,0.021907110563090835,0.99,Low Risk
SEG-01429,"Auckland, New Zealand",District 15,-36.805508,174.85519,CAT-078,33.99,Copernicus_GLO-30_v2023,Roads,C,6.25,101.1,Manhole,ERA5,39.4,2,monitor,0.061214495592556324,19.7,Low Risk
SEG-01430,"Tehran, Iran",Sector 18,35.680205,51.389679,CAT-116,134.3,SRTM_1arc,Green,B,3.35,173.2,OpenChannel,ERA5,37.3,2,monitor,0.019230769230769232,18.65,Low Risk
SEG-01431,"Auckland, New Zealand",Borough South,-36.861797,174.712693,CAT-038,50.51,SRTM_3arc,Commercial,B,7.88,38.0,CurbInlet,LocalGauge,29.9,2,monitor,0.20205128205128206,14.95,Low Risk
SEG-01432,"Singapore, Singapore",Ward F,1.252309,103.854667,CAT-120,14.1,SRTM_3arc,Green,A,2.7,89.7,OpenChannel,LocalGauge,64.0,100,sparse_drainage|event_2024-06-20,0.029768467475192944,0.64,Medium Risk
SEG-01433,"Rio de Janeiro, Brazil",Zone IX,-22.944504,-43.127643,CAT-138,10.84,Copernicus_GLO-90_v2022,Residential,B,7.54,113.4,Manhole,LocalGauge,68.1,50,monitor,0.0659090909090909,1.3619999999999999,Low Risk
SEG-01434,"Delhi, India",District 8,28.618269,77.167282,CAT-011,37.25,SRTM_1arc,Mixed,C,7.73,91.69999999999999,GratedInlet,ERA5,23.3,50,monitor,0.08338727076591156,0.466,Low Risk
SEG-01435,"Washington DC, USA",District 24,39.025949,-76.967405,CAT-113,90.38,Copernicus_GLO-30_v2023,Institutional,B,8.02,91.69999999999999,OpenChannel,ERA5,20.4,25,monitor,0.08651564185544769,0.816,Low Risk
SEG-01436,"Riyadh, Saudi Arabia",District 1,24.800656,46.70975,CAT-074,-3.0,Copernicus_GLO-30_v2023,Residential,B,6.25,105.7,OpenChannel,LocalGauge,11.9,10,low_lying,0.05857544517338332,1.19,Medium Risk
SEG-01437,"London, UK",Borough Hillside,51.486471,-0.184546,CAT-150,88.49,SRTM_1arc,Residential,A,4.21,26.1,CurbInlet,ERA5,52.0,5,monitor,0.15535055350553503,10.4,Low Risk
SEG-01438,"Rotterdam, Netherlands",District 19,51.881165,4.458376,CAT-074,8.53,SRTM_1arc,Green,B,3.41,91.69999999999999,OpenChannel,ERA5,30.8,5,monitor,0.03678532901833873,6.16,Low Risk
SEG-01439,"Pune, India",Borough South,18.566523,73.879818,CAT-151,62.33,SRTM_1arc,Roads,A,6.46,64.5,GratedInlet,ERA5,42.4,5,monitor,0.09862595419847328,8.48,Low Risk
SEG-01440,"Guangzhou, China",Sector 20,23.084975,113.294863,CAT-177,2.33,Copernicus_GLO-30_v2023,Roads,D,8.65,82.8,Manhole,ERA5,60.6,25,ponding_hotspot|low_lying,0.1032219570405728,2.424,High Risk
SEG-01441,"Delhi, India",Borough West,28.548825,77.28749,CAT-070,52.25,Copernicus_GLO-90_v2022,Roads,D,5.75,89.6,CurbInlet,Blended,29.2,25,monitor,0.06346578366445917,1.168,Low Risk
SEG-01442,"Seoul, South Korea",Borough Riverside,37.510694,126.950338,CAT-110,-0.97,Copernicus_GLO-30_v2023,Commercial,B,3.71,91.69999999999999,CurbInlet,ERA5,14.3,10,low_lying,0.04002157497303129,1.4300000000000002,Medium Risk
SEG-01443,"Lagos, Nigeria",District 26,6.457545,3.592481,CAT-094,25.130000000000003,SRTM_1arc,Informal,A,4.83,484.6,CurbInlet,ERA5,46.3,2,monitor,0.00994645799011532,23.15,Low Risk
SEG-01444,"Hanoi, Vietnam",Sector 5,20.976332,105.909185,CAT-109,34.21,SRTM_1arc,Roads,D,8.35,82.7,GratedInlet,LocalGauge,59.6,10,monitor,0.09976105137395459,5.96,Low Risk
SEG-01445,"Rio de Janeiro, Brazil",Sector 12,-22.95048,-43.107141,CAT-134,16.09,Copernicus_GLO-30_v2023,Green,C,3.93,104.1,Manhole,LocalGauge,102.1,25,extreme_rain_history,0.03739295908658421,4.084,High Risk
SEG-01446,"San Francisco, USA",District 6,37.831048,-122.392542,CAT-008,66.84,SRTM_1arc,Roads,C,7.11,91.69999999999999,Manhole,ERA5,18.1,5,monitor,0.07669902912621361,3.62,Low Risk
SEG-01447,"Philadelphia, USA",Ward F,39.991368,-75.222027,CAT-142,89.99,Copernicus_GLO-30_v2023,Residential,A,6.25,143.9,GratedInlet,ERA5,39.1,10,monitor,0.04313319530710835,3.91,Low Risk
SEG-01448,"Taipei, Taiwan",Ward E,24.915641,121.535731,CAT-062,92.47,SRTM_1arc,Residential,C,7.46,147.9,Manhole,ERA5,31.1,50,monitor,0.05010073875083949,0.622,Low Risk
SEG-01449,"Bengaluru, India",Sector 28,13.096619,77.745298,CAT-013,111.43,SRTM_1arc,Residential,A,6.47,64.9,GratedInlet,IMD,29.9,5,monitor,0.09817905918057662,5.9799999999999995,Low Risk
SEG-01450,"Rome, Italy",District 23,41.963134,12.411697,CAT-143,57.71,SRTM_1arc,Residential,B,3.94,299.2,CurbInlet,ERA5,33.9,5,monitor,0.01312458361092605,6.779999999999999,Low Risk
SEG-01451,"Barcelona, Spain",Zone I,41.450522,2.148901,CAT-086,25.130000000000003,Copernicus_GLO-90_v2022,Commercial,A,10.96,91.69999999999999,Manhole,ERA5,33.0,5,monitor,0.11823085221143476,6.6,Low Risk
SEG-01452,"Dubai, UAE",Borough Riverside,25.262453,55.290175,CAT-145,23.0,SRTM_3arc,Roads,C,5.7,28.0,GratedInlet,ERA5,32.3,5,monitor,0.19655172413793104,6.459999999999999,Low Risk
SEG-01453,"Hanoi, Vietnam",Ward D,21.06506,105.831464,CAT-054,33.82,SRTM_1arc,Green,B,4.67,60.6,GratedInlet,ERA5,48.0,5,monitor,0.0758116883116883,9.6,Low Risk
SEG-01454,"Washington DC, USA",Ward E,38.972791,-77.073906,CAT-035,78.27,Copernicus_GLO-30_v2023,Roads,C,4.97,54.5,Manhole,ERA5,25.7,2,monitor,0.08954954954954955,12.85,Low Risk
SEG-01455,"Rotterdam, Netherlands",Sector 22,52.070673,4.404017,CAT-077,11.59,SRTM_3arc,Institutional,A,2.02,350.0,GratedInlet,ERA5,27.7,2,sparse_drainage,0.005754985754985755,13.85,Medium Risk
SEG-01456,"Mexico City, Mexico",Ward D,19.442076,-99.139077,CAT-054,31.76,Copernicus_EEA-10_v5,Residential,A,4.36,89.6,GratedInlet,ERA5,43.5,5,monitor,0.04812362030905078,8.7,Low Risk
SEG-01457,"Rome, Italy",Sector 11,41.96101,12.37277,CAT-084,73.87,SRTM_3arc,Mixed,B,10.3,128.9,OpenChannel,LocalGauge,30.9,2,monitor,0.07929176289453425,15.45,Low Risk
SEG-01458,"Singapore, Singapore",District 3,1.412227,103.891056,CAT-156,18.29,Copernicus_GLO-30_v2023,Green,D,6.25,367.6,GratedInlet,LocalGauge,38.8,5,monitor,0.01695604991861096,7.76,Low Risk
SEG-01459,"Hamburg, Germany",Zone I,53.539526,10.03608,CAT-009,3.33,SRTM_1arc,Residential,B,4.56,72.0,GratedInlet,LocalGauge,21.4,10,low_lying,0.06246575342465753,2.1399999999999997,Medium Risk
SEG-01460,"Barcelona, Spain",Borough Delta,41.428525,2.1894,CAT-141,25.33,Copernicus_GLO-90_v2022,Industrial,C,6.25,45.5,GratedInlet,ERA5,25.7,5,monitor,0.13440860215053763,5.14,Low Risk
SEG-01461,"Brisbane, Australia",Borough Riverside,-27.544612,153.071716,CAT-167,58.05,SRTM_3arc,Residential,D,6.25,23.1,Manhole,IMD,13.1,25,monitor,0.2593360995850622,0.524,Low Risk
SEG-01462,"Tokyo, Japan",Zone III,35.708829,139.649493,CAT-031,22.08,Copernicus_GLO-30_v2023,Industrial,C,6.82,445.0,CurbInlet,LocalGauge,28.4,2,monitor,0.015291479820627804,14.2,Low Risk
SEG-01463,"Buenos Aires, Argentina",Ward A,-34.555028,-58.454621,CAT-050,-3.0,SRTM_1arc,Residential,A,6.25,33.7,Manhole,Blended,58.9,10,low_lying,0.18011527377521613,5.89,Medium Risk
SEG-01464,"Sao Paulo, Brazil",District 18,-23.487059,-46.749838,CAT-172,9.83,SRTM_1arc,Residential,A,4.48,44.3,Manhole,IMD,44.3,10,monitor,0.09889624724061812,4.43,Low Risk
SEG-01465,"Singapore, Singapore",Zone VII,1.330576,103.715584,CAT-129,12.87,SRTM_1arc,Commercial,B,5.25,41.2,GratedInlet,ERA5,45.9,25,monitor,0.12440758293838862,1.8359999999999999,Low Risk
SEG-01466,"Brisbane, Australia",Zone III,-27.340339,153.135637,CAT-031,65.11,SRTM_1arc,Commercial,A,9.53,52.5,GratedInlet,LocalGauge,27.3,25,monitor,0.17813084112149533,1.092,Low Risk
SEG-01467,"Mumbai, India",Ward K,19.092199,72.943521,CAT-084,7.78,Copernicus_EEA-10_v5,Residential,B,6.36,304.0,OpenChannel,ERA5,29.7,5,low_lying,0.020852459016393442,5.9399999999999995,Medium Risk
SEG-01468,"Paris, France",Sector 30,48.904419,2.455045,CAT-117,25.130000000000003,Copernicus_GLO-30_v2023,Commercial,B,11.42,387.1,CurbInlet,LocalGauge,50.5,25,monitor,0.02942540582324143,2.02,Low Risk
SEG-01469,"Jakarta, Indonesia",Ward F,-6.298172,106.880719,CAT-046,-0.12,Copernicus_EEA-10_v5,Roads,B,6.72,70.2,CurbInlet,ERA5,88.4,25,ponding_hotspot|extreme_rain_history|low_lying,0.0943820224719101,3.536,High Risk
SEG-01470,"Mumbai, India",District 1,18.979018,73.018621,CAT-129,16.15,SRTM_3arc,Roads,D,6.87,258.5,OpenChannel,ERA5,112.4,25,extreme_rain_history|event_2024-08-06,0.02647398843930636,4.496,High Risk
SEG-01471,"Lagos, Nigeria",Zone II,6.592352,3.488523,CAT-003,33.93,SRTM_1arc,Water,B,2.09,296.4,CurbInlet,Blended,77.9,25,sparse_drainage,0.007027572293207801,3.116,Medium Risk
SEG-01472,"Sao Paulo, Brazil",Ward G,-23.534136,-46.579372,CAT-159,78.06,SRTM_3arc,Residential,A,6.25,175.3,Manhole,ERA5,42.6,2,monitor,0.03545093590470788,21.3,Low Risk
SEG-01473,"Doha, Qatar",Zone IX,25.252322,51.539407,CAT-137,32.12,Copernicus_GLO-30_v2023,Green,B,4.69,95.6,GratedInlet,ERA5,9.3,2,monitor,0.04855072463768117,4.65,Low Risk
SEG-01474,"London, UK",Zone VII,51.485491,-0.146689,CAT-026,79.28,SRTM_3arc,Roads,A,7.38,51.3,GratedInlet,ERA5,36.3,50,monitor,0.14110898661567878,0.726,Low Risk
SEG-01475,"Buenos Aires, Argentina",District 16,-34.531524,-58.471922,CAT-059,25.130000000000003,Copernicus_EEA-10_v5,Roads,B,8.39,49.9,CurbInlet,IMD,31.0,5,monitor,0.16483300589390965,6.2,Low Risk
SEG-01476,"Philadelphia, USA",Zone III,39.971407,-75.106479,CAT-122,4.01,Copernicus_GLO-90_v2022,Roads,C,4.1,155.5,OpenChannel,IMD,24.0,10,low_lying,0.026198083067092648,2.4,Medium Risk
SEG-01477,"Chennai, India",Sector 20,13.091605,80.28485,CAT-061,7.64,SRTM_3arc,Roads,C,4.22,91.69999999999999,Manhole,ERA5,56.4,10,low_lying,0.045523193096008635,5.64,Medium Risk
SEG-01478,"Athens, Greece",District 24,37.866733,23.730246,CAT-124,6.08,SRTM_1arc,Roads,D,9.48,61.6,GratedInlet,ERA5,26.3,5,low_lying,0.15143769968051118,5.26,Medium Risk
SEG-01479,"Paris, France",Zone IV,48.728522,2.528125,CAT-048,17.32,SRTM_1arc,Residential,B,6.37,28.9,CurbInlet,ERA5,29.4,10,monitor,0.21304347826086958,2.94,Low Risk
SEG-01480,"San Francisco, USA",Zone X,37.742872,-122.357207,CAT-043,0.81,Copernicus_EEA-10_v5,Residential,C,6.25,57.9,GratedInlet,ERA5,21.1,2,low_lying,0.10611205432937182,10.55,Medium Risk
SEG-01481,"Shanghai, China",Borough Old Town,31.263069,121.456684,CAT-044,-2.79,SRTM_1arc,Roads,A,9.14,91.69999999999999,Manhole,ERA5,59.6,25,low_lying,0.09859762675296657,2.384,Medium Risk
SEG-01482,"Durban, South Africa",District 24,-29.757564,31.073678,CAT-134,-3.0,SRTM_3arc,Mixed,C,10.19,105.5,OpenChannel,IMD,20.1,25,low_lying,0.09568075117370892,0.804,Medium Risk
SEG-01483,"Dubai, UAE",Borough Central,25.253629,55.225868,CAT-121,33.86,Copernicus_GLO-90_v2022,Residential,B,7.03,159.0,CurbInlet,ERA5,24.5,5,monitor,0.043937500000000004,4.9,Low Risk
SEG-01484,"Ahmedabad, India",Borough Old Town,23.045779,72.583178,CAT-094,59.89,Copernicus_EEA-10_v5,Roads,A,7.19,27.8,Manhole,ERA5,20.4,2,monitor,0.24965277777777778,10.2,Low Risk
SEG-01485,"Philadelphia, USA",District 4,39.992433,-75.126319,CAT-077,25.130000000000003,Copernicus_EEA-10_v5,Residential,B,7.73,42.7,OpenChannel,LocalGauge,33.1,50,monitor,0.1768878718535469,0.662,Low Risk
SEG-01486,"Bengaluru, India",Sector 1,12.995856,77.622202,CAT-124,9.84,SRTM_1arc,Industrial,B,5.62,68.7,GratedInlet,ERA5,37.5,5,monitor,0.0806312769010043,7.5,Low Risk
SEG-01487,"Osaka, Japan",District 23,34.559784,135.409085,CAT-160,54.86,Copernicus_GLO-30_v2023,Mixed,C,4.91,91.69999999999999,OpenChannel,ERA5,38.8,2,monitor,0.05296655879180152,19.4,Low Risk
SEG-01488,"Seoul, South Korea",District 22,37.605762,126.963086,CAT-061,45.7,SRTM_1arc,Informal,A,10.45,220.6,Manhole,ERA5,31.0,25,monitor,0.04715703971119133,1.24,Low Risk
SEG-01489,"Kolkata, India",District 6,22.555843,88.257818,CAT-032,70.48,Copernicus_EEA-10_v5,Roads,D,8.44,111.7,Manhole,ERA5,40.9,10,monitor,0.07488908606921028,4.09,Low Risk
SEG-01490,"Philadelphia, USA",Sector 24,40.114737,-75.143184,CAT-102,22.35,Copernicus_EEA-10_v5,Commercial,C,5.36,83.8,Manhole,ERA5,33.5,5,monitor,0.06320754716981132,6.7,Low Risk
