city_name,latitude,longitude,elevation_m,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,historical_rainfall_intensity_mm_hr,return_period_years,drainage_efficiency,rainfall_per_return_period,simplified_risks
"Mexico City, Mexico",19.50946,-99.103321,42.76,Mixed,D,6.25,120.5,CurbInlet,18.5,50,0.051440329218107,0.37,Low Risk
"Buenos Aires, Argentina",-34.635617,-58.310205,56.3,Residential,A,3.2,127.1,GratedInlet,16.1,2,0.024980483996877443,8.05,Low Risk
"Montreal, Canada",45.577672,-73.58425,4.74,Residential,B,2.2,56.1,Manhole,12.0,5,0.03852889667250438,2.4,Medium Risk
"Guangzhou, China",23.044224,113.367838,16.81,Residential,C,3.04,58.5,CurbInlet,44.3,2,0.051092436974789913,22.15,Low Risk
"Riyadh, Saudi Arabia",24.688676,46.652328,25.71,Residential,C,4.97,10.2,OpenChannel,15.7,2,0.44375000000000003,7.85,Low Risk
"Rome, Italy",41.78256,12.486334,52.0,Commercial,B,6.25,91.69999999999999,OpenChannel,36.8,25,0.06742179072276161,1.472,Low Risk
"Jakarta, Indonesia",-6.035702,106.887457,14.75,Commercial,C,7.34,90.0,GratedInlet,53.2,25,0.08065934065934066,2.128,Low Risk
"Dubai, UAE",25.168274,55.417493,37.58,Industrial,B,6.25,265.6,CurbInlet,19.7,10,0.02344336084021005,1.97,Low Risk
"Guangzhou, China",23.148759,113.251212,6.57,Industrial,B,8.34,264.2,CurbInlet,44.2,10,0.03144796380090498,4.42,Medium Risk
"Barcelona, Spain",41.488167,2.043373,9.84,Roads,A,4.2,164.6,OpenChannel,22.3,2,0.025362318840579712,11.15,Low Risk
"Montreal, Canada",45.421074,-73.591952,10.2,Industrial,A,6.25,59.4,OpenChannel,20.1,5,0.10347682119205298,4.0200000000000005,Low Risk
"Kuala Lumpur, Malaysia",3.042042,101.788406,82.72,Residential,C,7.78,91.69999999999999,Manhole,42.2,5,0.08392664509169365,8.440000000000001,Low Risk
"Accra, Ghana",5.490684,-0.111516,14.63,Residential,B,4.42,92.9,Manhole,66.6,2,0.0470713525026624,33.3,Low Risk
"Rome, Italy",41.953384,12.510633,65.33,Roads,B,5.48,65.8,CurbInlet,55.0,5,0.08203592814371259,11.0,Low Risk
"Dhaka, Bangladesh",23.845128,90.456822,72.43,Roads,C,9.5,53.2,CurbInlet,49.4,5,0.17527675276752766,9.879999999999999,Low Risk
"London, UK",51.47504,-0.070414,93.45,Roads,C,10.4,282.8,CurbInlet,12.8,2,0.03664552501761804,6.4,Low Risk
"Copenhagen, Denmark",55.657211,12.420329,29.72,Institutional,D,7.76,223.1,OpenChannel,32.3,2,0.03462739848282017,16.15,Low Risk
"Kuala Lumpur, Malaysia",3.088068,101.737583,-3.0,Industrial,B,5.16,156.0,CurbInlet,44.8,2,0.03286624203821656,22.4,Medium Risk
"Sao Paulo, Brazil",-23.395314,-46.711195,3.69,Residential,B,7.31,173.2,OpenChannel,135.1,10,0.04196326061997704,13.51,High Risk
"Taipei, Taiwan",25.106814,121.621154,70.62,Green,C,2.59,304.2,GratedInlet,44.7,5,0.008486238532110092,8.940000000000001,Medium Risk
"Chennai, India",13.194818,80.236627,-2.96,Residential,C,6.57,58.1,GratedInlet,97.1,25,0.11116751269035534,3.884,High Risk
"Shenzhen, China",22.469803,114.077696,7.54,Roads,B,6.25,91.69999999999999,GratedInlet,65.3,2,0.06742179072276161,32.65,Medium Risk
"Chennai, India",13.089149,80.228374,19.24,Institutional,D,7.83,319.3,OpenChannel,32.1,5,0.02444583203246956,6.42,Low Risk
"Shenzhen, China",22.513315,114.051555,19.77,Institutional,C,3.25,132.6,GratedInlet,55.6,25,0.024326347305389222,2.224,Low Risk
"Hamburg, Germany",53.544649,9.959612,83.28,Roads,D,8.27,49.4,CurbInlet,21.2,5,0.1640873015873016,4.24,Low Risk
"Seoul, South Korea",37.610638,127.014758,85.18,Institutional,A,4.88,144.8,GratedInlet,28.5,25,0.03347050754458161,1.14,Low Risk
"Lagos, Nigeria",6.423863,3.415447,15.35,Roads,B,8.66,154.3,OpenChannel,63.8,10,0.055763039278815194,6.38,Low Risk
"Ahmedabad, India",22.965626,72.521913,96.23,Industrial,C,9.21,12.6,CurbInlet,17.1,10,0.6772058823529412,1.7100000000000002,Low Risk
"Paris, France",48.712065,2.444819,7.61,Residential,B,5.13,171.1,OpenChannel,17.0,25,0.029808251016850668,0.68,Medium Risk
"Hyderabad, India",17.281983,78.569998,8.34,Green,A,5.66,436.0,GratedInlet,24.4,2,0.012951945080091534,12.2,Low Risk
"Singapore, Singapore",1.442608,103.708588,20.61,Residential,B,2.52,116.6,Manhole,71.8,25,0.02142857142857143,2.872,Medium Risk
"Accra, Ghana",5.643698,-0.162166,8.59,Mixed,A,7.43,11.1,Manhole,55.1,2,0.6140495867768595,27.55,Low Risk
"Kolkata, India",22.589321,88.388806,-3.0,Green,C,7.53,314.6,GratedInlet,21.3,25,0.02385931558935361,0.852,Medium Risk
"Montreal, Canada",45.509626,-73.451804,129.52,Green,A,6.18,151.9,CurbInlet,15.6,25,0.04041857423152387,0.624,Low Risk
"Hyderabad, India",17.424948,78.54891,71.92,Institutional,B,6.25,115.8,GratedInlet,46.7,5,0.05351027397260274,9.34,Low Risk
"Brisbane, Australia",-27.576618,152.984225,-3.0,Residential,D,6.68,208.8,CurbInlet,50.4,100,0.03183984747378455,0.504,High Risk
"Taipei, Taiwan",24.94851,121.648846,94.44,Green,C,7.91,52.9,GratedInlet,42.1,5,0.14675324675324675,8.42,Low Risk
"New York, USA",40.756099,-73.83419,56.4,Commercial,A,3.79,93.9,GratedInlet,23.6,5,0.039936775553213906,4.720000000000001,Low Risk
"Osaka, Japan",34.67978,135.445999,40.89,Water,C,6.41,87.8,GratedInlet,31.2,2,0.07218468468468468,15.6,Low Risk
"Montreal, Canada",45.485482,-73.514533,25.130000000000003,Commercial,D,10.72,582.3,CurbInlet,24.3,10,0.018378193039602267,2.43,Low Risk
"Singapore, Singapore",1.388615,103.866375,21.58,Residential,C,8.28,68.3,CurbInlet,56.5,10,0.11948051948051948,5.65,Low Risk
"Cape Town, South Africa",-33.96268,18.37983,58.15,Roads,C,5.24,91.69999999999999,GratedInlet,39.3,50,0.05652642934196333,0.7859999999999999,Low Risk
"Copenhagen, Denmark",55.687553,12.581923,42.4,Roads,A,4.29,10.6,GratedInlet,21.2,10,0.36982758620689654,2.12,Low Risk
"Vancouver, Canada",49.294209,-123.157237,1.46,Roads,C,4.15,78.9,CurbInlet,34.9,5,0.05193992490613267,6.9799999999999995,Medium Risk
"Kuala Lumpur, Malaysia",3.058789,101.853313,38.3,Industrial,B,3.07,159.2,GratedInlet,41.3,2,0.01916354556803995,20.65,Low Risk
"Sao Paulo, Brazil",-23.410277,-46.518911,71.39,Residential,C,8.17,28.0,Manhole,69.2,5,0.28172413793103446,13.84,Low Risk
"Riyadh, Saudi Arabia",24.754969,46.782258,57.54,Green,B,5.26,316.8,CurbInlet,26.6,2,0.016551290119572057,13.3,Low Risk
"Auckland, New Zealand",-36.817679,174.911271,19.61,Residential,C,6.77,106.5,CurbInlet,24.0,10,0.06297674418604651,2.4,Low Risk
"New Orleans, USA",29.892516,-90.170318,25.130000000000003,Water,C,6.67,308.1,Manhole,38.1,50,0.021578777094791328,0.762,Low Risk
"Osaka, Japan",34.769307,135.427237,25.130000000000003,Commercial,D,9.98,91.69999999999999,OpenChannel,23.9,100,0.10765911542610573,0.239,Low Risk
"Cape Town, South Africa",-33.955761,18.378494,161.75,Roads,A,4.97,66.1,OpenChannel,17.6,50,0.07406855439642325,0.35200000000000004,Low Risk
"Cape Town, South Africa",-33.89901,18.41436,147.49,Residential,A,7.81,56.7,GratedInlet,33.2,5,0.13535528596187174,6.640000000000001,Low Risk
"Athens, Greece",37.984756,23.849995,82.8,Green,B,4.3,96.9,CurbInlet,55.7,25,0.04392236976506639,2.228,Low Risk
"Delhi, India",28.687597,77.102149,26.41,Residential,D,7.03,113.3,CurbInlet,28.5,2,0.06150481189851269,14.25,Low Risk
"Hanoi, Vietnam",20.924179,105.800502,35.43,Commercial,B,6.13,89.6,CurbInlet,86.3,2,0.06766004415011038,43.15,High Risk
"Hamburg, Germany",53.549264,10.040641,59.01,Green,C,6.57,234.1,Manhole,28.0,10,0.02794555508294343,2.8,Low Risk
"Shanghai, China",31.287181,121.579084,20.5,Commercial,B,6.88,33.6,Manhole,23.0,50,0.19884393063583813,0.46,Low Risk
"Rome, Italy",41.971147,12.527637,64.85,Residential,A,6.61,98.4,CurbInlet,21.2,10,0.0664989939637827,2.12,Low Risk
"Nairobi, Kenya",-1.339947,36.832643,-3.0,Residential,A,4.21,30.2,CurbInlet,63.1,100,0.13493589743589743,0.631,Medium Risk
"Riyadh, Saudi Arabia",24.741981,46.73045,62.54,Commercial,A,9.65,76.6,CurbInlet,6.6,2,0.1243556701030928,3.3,Low Risk
"Bogotá, Colombia",4.726905,-74.079685,76.55,Commercial,C,9.91,1.5,GratedInlet,27.3,10,3.964,2.73,Low Risk
"Manila, Philippines",14.548602,120.981146,15.6,Roads,C,4.79,449.0,CurbInlet,66.8,5,0.010644444444444444,13.36,Low Risk
"Bengaluru, India",12.931142,77.554687,76.99,Roads,A,9.3,16.0,Manhole,21.8,5,0.5470588235294118,4.36,Low Risk
"Miami, USA",25.855535,-80.198193,9.25,Mixed,B,5.68,95.2,OpenChannel,58.2,100,0.05904365904365904,0.5820000000000001,Low Risk
"Jakarta, Indonesia",-6.218166,106.903756,8.18,Roads,D,8.12,86.4,CurbInlet,110.0,25,0.0929061784897025,4.4,High Risk
"Durban, South Africa",-29.970877,31.210716,25.130000000000003,Commercial,C,7.71,91.69999999999999,CurbInlet,55.8,10,0.08317152103559872,5.58,Low Risk
"Doha, Qatar",25.343754,51.505414,18.82,Industrial,B,10.11,0.2,CurbInlet,16.1,25,8.425,0.644,Low Risk
"Manila, Philippines",14.605876,120.985401,23.23,Industrial,C,7.7,152.9,Manhole,45.1,2,0.050032488628979854,22.55,Low Risk
"Athens, Greece",37.899109,23.759983,104.75,Industrial,B,5.6,22.6,GratedInlet,30.4,5,0.23728813559322032,6.08,Low Risk
"Shenzhen, China",22.588793,114.086297,25.17,Commercial,B,8.95,26.7,CurbInlet,73.7,10,0.3231046931407942,7.37,Low Risk
"Hanoi, Vietnam",20.991727,105.941163,36.65,Water,A,2.13,272.2,GratedInlet,106.2,50,0.007796486090775988,2.124,High Risk
"Riyadh, Saudi Arabia",24.767984,46.623534,74.74,Residential,B,3.71,450.8,CurbInlet,26.6,25,0.008211598052235503,1.064,Low Risk
"Lima, Peru",-11.971033,-76.982092,44.89,Green,C,3.63,284.2,CurbInlet,31.8,25,0.012727910238429173,1.272,Low Risk
"Buenos Aires, Argentina",-34.665907,-58.456668,2.04,Roads,D,6.36,29.5,GratedInlet,28.5,25,0.20852459016393443,1.14,Medium Risk
"Houston, USA",29.715167,-95.319324,8.77,Residential,D,5.43,16.1,GratedInlet,24.9,2,0.31754385964912274,12.45,Low Risk
"Auckland, New Zealand",-36.803558,174.834619,25.130000000000003,Roads,D,5.61,24.2,GratedInlet,56.1,50,0.22261904761904763,1.122,Low Risk
"Guangzhou, China",23.103793,113.319953,20.18,Residential,A,4.31,183.8,OpenChannel,64.5,2,0.023322510822510818,32.25,Low Risk
"Bogotá, Colombia",4.808008,-74.054397,113.02,Residential,D,2.52,138.9,CurbInlet,34.9,2,0.018012866333095068,17.45,Medium Risk
"Ho Chi Minh City, Vietnam",10.833817,106.619147,29.02,Residential,A,4.14,52.7,Manhole,46.0,10,0.0770949720670391,4.6,Low Risk
"Manila, Philippines",14.606947,120.99373,5.06,Roads,A,11.25,44.6,CurbInlet,58.2,5,0.24671052631578946,11.64,Medium Risk
"Mexico City, Mexico",19.357464,-99.12844,19.02,Mixed,A,5.37,371.4,OpenChannel,19.1,5,0.01441997851772288,3.8200000000000003,Low Risk
"Taipei, Taiwan",24.961497,121.620848,92.24,Green,C,3.66,204.6,Manhole,26.2,10,0.017801556420233466,2.62,Low Risk
"Cape Town, South Africa",-33.964841,18.486111,33.05,Mixed,B,6.5,171.1,OpenChannel,57.2,25,0.037768739105171416,2.2880000000000003,Low Risk
"Hong Kong, China",22.389775,114.215259,25.130000000000003,Institutional,B,4.75,341.8,GratedInlet,30.1,25,0.013856476079346557,1.204,Low Risk
"Auckland, New Zealand",-36.803481,174.776147,78.57,Green,B,4.96,272.6,CurbInlet,45.7,25,0.018128654970760234,1.828,Low Risk
"Bogotá, Colombia",4.656296,-74.033901,25.130000000000003,Residential,A,4.31,124.4,OpenChannel,35.7,25,0.034370015948963314,1.4280000000000002,Low Risk
"Chennai, India",13.116296,80.329644,-0.75,Roads,A,6.22,1.5,GratedInlet,84.9,2,2.488,42.45,High Risk
"Tehran, Iran",35.819623,51.394449,76.43,Commercial,C,6.17,7.8,GratedInlet,23.1,25,0.7011363636363636,0.924,Low Risk
"Miami, USA",25.782317,-80.209354,31.44,Commercial,C,8.62,59.9,GratedInlet,39.6,10,0.14154351395730705,3.96,Low Risk
"Auckland, New Zealand",-36.785281,174.830626,39.53,Residential,D,4.05,12.9,GratedInlet,53.9,2,0.2913669064748201,26.95,Low Risk
"Rio de Janeiro, Brazil",-22.842461,-43.115485,22.58,Green,D,6.25,136.1,CurbInlet,80.4,50,0.045587162654996356,1.608,High Risk
"Hong Kong, China",22.343025,114.251022,8.55,Industrial,A,7.99,76.3,GratedInlet,69.6,2,0.10336351875808539,34.8,Low Risk
"Montreal, Canada",45.443847,-73.429551,41.18,Commercial,B,9.58,211.3,CurbInlet,31.4,5,0.04512482336316533,6.279999999999999,Low Risk
"Bengaluru, India",13.030968,77.563192,115.93,Residential,C,8.04,47.8,Manhole,26.3,2,0.16475409836065574,13.15,Low Risk
"Buenos Aires, Argentina",-34.609054,-58.402068,97.35,Institutional,A,3.6,50.8,GratedInlet,38.4,25,0.0694980694980695,1.536,Low Risk
"Kuala Lumpur, Malaysia",3.278635,101.621308,37.62,Commercial,B,6.25,462.3,CurbInlet,33.3,5,0.013490179149579106,6.659999999999999,Low Risk
"Sao Paulo, Brazil",-23.505863,-46.69631,-3.0,Residential,D,3.42,33.2,Manhole,74.6,100,0.09999999999999999,0.746,High Risk
"Barcelona, Spain",41.446164,2.15167,10.44,Green,B,4.77,121.9,Manhole,21.8,50,0.038812042310821804,0.436,Low Risk
"Hyderabad, India",17.372948,78.483084,52.5,Institutional,D,6.21,39.1,CurbInlet,39.3,100,0.15486284289276808,0.39299999999999996,Low Risk
"Barcelona, Spain",41.400731,2.348711,25.130000000000003,Roads,D,8.4,133.2,Manhole,26.6,25,0.06259314456035768,1.064,Low Risk
"Barcelona, Spain",41.473524,2.169929,8.47,Green,A,2.65,274.4,OpenChannel,30.6,10,0.009622367465504721,3.06,Medium Risk
"Sydney, Australia",-33.778406,151.007708,23.55,Residential,C,4.14,147.9,CurbInlet,22.8,2,0.027803895231699124,11.4,Low Risk
"Ho Chi Minh City, Vietnam",10.805255,106.532446,49.8,Industrial,B,8.46,142.0,OpenChannel,113.9,25,0.05916083916083917,4.556,High Risk
"Seoul, South Korea",37.600999,127.048486,39.4,Industrial,A,11.99,280.1,CurbInlet,59.5,25,0.042653859836357166,2.38,Low Risk
"Houston, USA",29.761917,-95.223688,42.16,Residential,C,4.86,80.2,Manhole,29.4,2,0.05985221674876848,14.7,Low Risk
"Istanbul, Türkiye",40.925616,29.038261,58.26,Commercial,B,7.06,22.1,Manhole,38.2,5,0.3056277056277056,7.640000000000001,Low Risk
"Guangzhou, China",23.110999,113.292868,25.130000000000003,Roads,A,6.99,64.9,CurbInlet,59.8,10,0.10606980273141123,5.9799999999999995,Low Risk
"Rome, Italy",41.998871,12.358626,86.37,Roads,B,8.06,31.8,OpenChannel,23.3,5,0.2457317073170732,4.66,Low Risk
"Seoul, South Korea",37.715654,126.944669,50.97,Industrial,A,7.04,36.0,Manhole,39.5,5,0.19027027027027027,7.9,Low Risk
"Chennai, India",13.010744,80.375494,23.52,Water,D,5.44,96.4,CurbInlet,67.6,2,0.05585215605749487,33.8,Low Risk
"Singapore, Singapore",1.32802,103.840906,4.62,Roads,D,9.37,122.8,CurbInlet,62.3,2,0.07568659127625202,31.15,High Risk
"Manila, Philippines",14.640602,120.94778,9.13,Roads,C,11.04,94.6,Manhole,83.2,25,0.11548117154811716,3.3280000000000003,High Risk
"Cape Town, South Africa",-34.022991,18.382392,172.86,Commercial,C,9.07,25.4,Manhole,15.1,2,0.34356060606060607,7.55,Low Risk
"Tehran, Iran",35.661801,51.419294,77.72,Roads,B,6.49,37.1,GratedInlet,41.4,2,0.17034120734908137,20.7,Low Risk
"Hanoi, Vietnam",20.932164,105.834002,1.24,Residential,B,4.3,356.0,OpenChannel,48.8,25,0.012044817927170867,1.952,Medium Risk
"Washington DC, USA",38.853632,-77.017289,32.67,Residential,A,7.87,140.0,CurbInlet,19.9,10,0.05581560283687943,1.9899999999999998,Low Risk
"Rome, Italy",41.865368,12.463617,55.57,Green,D,6.25,309.5,CurbInlet,25.8,50,0.020128824476650563,0.516,Low Risk
"Barcelona, Spain",41.247366,2.282893,29.99,Residential,B,5.83,363.0,CurbInlet,21.7,5,0.016016483516483517,4.34,Low Risk
"New York, USA",40.737487,-73.995302,1.89,Roads,B,5.69,58.0,CurbInlet,30.1,2,0.0964406779661017,15.05,Medium Risk
"Bangkok, Thailand",13.639605,100.447973,18.27,Green,B,3.71,235.0,CurbInlet,52.3,5,0.015720338983050846,10.459999999999999,Low Risk
"San Francisco, USA",37.690761,-122.447183,117.43,Water,B,6.43,184.7,GratedInlet,48.2,50,0.03462574044157243,0.9640000000000001,Low Risk
"Vancouver, Canada",49.398319,-123.051989,10.81,Roads,B,5.43,139.0,CurbInlet,26.5,10,0.038785714285714284,2.65,Low Risk
"Lagos, Nigeria",6.453225,3.444304,15.6,Residential,C,7.83,261.1,OpenChannel,68.0,10,0.02987409385730637,6.8,Low Risk
"Karachi, Pakistan",24.898686,66.891892,85.67,Residential,D,5.14,67.8,CurbInlet,25.1,5,0.0747093023255814,5.0200000000000005,Low Risk
"Nairobi, Kenya",-1.274471,36.915126,43.51,Residential,C,5.51,39.1,CurbInlet,27.6,2,0.13740648379052367,13.8,Low Risk
"Rio de Janeiro, Brazil",-22.913215,-43.076669,25.130000000000003,Commercial,A,5.85,51.2,GratedInlet,56.8,25,0.11206896551724137,2.272,Low Risk
"Bangkok, Thailand",13.765259,100.498268,-3.0,Institutional,B,2.72,245.7,CurbInlet,123.9,100,0.011025537089582491,1.239,High Risk
"Guangzhou, China",23.126431,113.213918,19.53,Green,B,3.74,185.6,GratedInlet,45.3,25,0.020042872454448017,1.8119999999999998,Low Risk
"Vancouver, Canada",49.246365,-123.271269,0.42,Residential,B,6.07,100.7,Manhole,16.3,5,0.05968534906588004,3.2600000000000002,Medium Risk
"Kolkata, India",22.547799,88.380892,78.3,Roads,B,6.01,54.3,Manhole,14.3,5,0.10867992766726944,2.8600000000000003,Low Risk
"Ahmedabad, India",22.893699,72.622101,15.29,Roads,D,6.25,211.6,OpenChannel,34.3,100,0.02939793038570085,0.34299999999999997,Low Risk
"Karachi, Pakistan",24.807795,66.99834,105.56,Institutional,B,8.42,178.4,Manhole,22.0,5,0.046934225195094756,4.4,Low Risk
"Doha, Qatar",25.214714,51.630436,25.130000000000003,Institutional,B,5.65,174.8,Manhole,12.0,2,0.03213879408418657,6.0,Low Risk
"Osaka, Japan",34.726999,135.536731,61.87,Roads,C,6.25,348.8,OpenChannel,49.4,10,0.01786735277301315,4.9399999999999995,Low Risk
"New York, USA",40.803047,-74.025288,25.130000000000003,Green,A,6.25,181.8,GratedInlet,27.1,5,0.03419037199124726,5.42,Low Risk
"Accra, Ghana",5.651272,-0.128163,18.23,Industrial,B,10.4,57.3,GratedInlet,63.5,50,0.17838765008576332,1.27,Low Risk
"Tokyo, Japan",35.762058,139.839086,25.130000000000003,Commercial,C,4.32,71.0,GratedInlet,26.3,5,0.060000000000000005,5.26,Low Risk
"Philadelphia, USA",39.983999,-75.132577,25.130000000000003,Residential,C,3.39,91.69999999999999,GratedInlet,53.9,2,0.03656957928802589,26.95,Low Risk
"Dubai, UAE",25.068373,55.285384,63.85,Residential,D,4.27,135.3,OpenChannel,18.3,10,0.03132795304475421,1.83,Low Risk
"Tokyo, Japan",35.651205,139.68554,31.76,Institutional,B,2.31,91.69999999999999,OpenChannel,52.8,5,0.02491909385113269,10.559999999999999,Medium Risk
"Bengaluru, India",12.922471,77.554136,-3.0,Residential,D,4.89,114.9,CurbInlet,30.7,2,0.042191544434857634,15.35,High Risk
"Philadelphia, USA",40.123272,-75.191678,6.36,Industrial,C,7.09,75.6,Manhole,21.6,2,0.09255874673629243,10.8,Medium Risk
"Montreal, Canada",45.416428,-73.621757,67.5,Industrial,A,10.53,274.8,OpenChannel,24.4,50,0.03817984046410442,0.488,Low Risk
"Mexico City, Mexico",19.381123,-99.212596,75.33,Commercial,D,6.1,15.8,CurbInlet,22.5,25,0.3630952380952381,0.9,Low Risk
"Copenhagen, Denmark",55.63322,12.561643,63.36,Roads,A,8.64,181.4,Manhole,43.9,25,0.04736842105263158,1.756,Low Risk
"Hong Kong, China",22.174391,114.143083,25.130000000000003,Green,A,4.57,86.8,GratedInlet,67.8,5,0.0520501138952164,13.559999999999999,Low Risk
"Sydney, Australia",-33.801126,151.266614,28.7,Green,B,5.06,137.4,GratedInlet,18.1,5,0.03656069364161849,3.62,Low Risk
"Sydney, Australia",-33.763008,151.145601,24.72,Commercial,A,7.05,87.0,OpenChannel,56.2,5,0.08011363636363636,11.24,Low Risk
"Istanbul, Türkiye",40.857703,28.977783,80.15,Commercial,B,6.43,101.2,Manhole,65.6,5,0.06291585127201565,13.12,Low Risk
"Tehran, Iran",35.831363,51.361433,221.6,Residential,B,2.39,33.3,CurbInlet,28.0,2,0.0696793002915452,14.0,Medium Risk
"Ho Chi Minh City, Vietnam",10.955132,106.585713,-3.0,Green,B,4.35,149.8,Manhole,98.8,25,0.02884615384615384,3.952,High Risk
"Nairobi, Kenya",-1.377434,36.843458,64.11,Commercial,D,9.62,195.6,OpenChannel,28.8,25,0.04893184130213631,1.1520000000000001,Low Risk
"Karachi, Pakistan",24.787714,67.019748,135.42,Mixed,B,4.54,222.7,OpenChannel,28.7,5,0.020295037997317838,5.74,Low Risk
"Cape Town, South Africa",-33.923586,18.438608,229.62,Industrial,C,4.26,79.5,CurbInlet,26.6,5,0.05291925465838509,5.32,Low Risk
"Athens, Greece",38.01255,23.536377,52.17,Roads,B,8.01,149.5,Manhole,51.4,5,0.053222591362126245,10.28,Low Risk
"New Orleans, USA",29.909035,-90.095794,15.98,Roads,A,9.93,83.9,GratedInlet,53.4,25,0.11696113074204946,2.136,Low Risk
"Paris, France",48.883937,2.383855,97.75,Roads,C,4.63,203.0,CurbInlet,33.7,10,0.022696078431372547,3.37,Low Risk
"Delhi, India",28.559749,77.126573,61.78,Roads,A,6.08,44.1,GratedInlet,26.6,25,0.13481152993348114,1.064,Low Risk
"Buenos Aires, Argentina",-34.56333,-58.394846,50.97,Residential,B,8.59,100.8,Manhole,36.4,10,0.0843811394891945,3.6399999999999997,Low Risk
"Guangzhou, China",23.064156,113.259637,1.27,Roads,C,5.58,146.7,OpenChannel,66.1,2,0.037779282329045365,33.05,High Risk
"Barcelona, Spain",41.313,2.150599,1.13,Industrial,B,10.03,161.0,OpenChannel,23.2,5,0.061913580246913576,4.64,Medium Risk
"Delhi, India",28.655384,77.207959,36.68,Residential,B,2.4,33.6,CurbInlet,61.6,2,0.06936416184971098,30.8,Medium Risk
"Pune, India",18.441407,73.916035,32.25,Residential,C,7.28,391.1,OpenChannel,21.8,10,0.0185666921703647,2.18,Low Risk
"Tehran, Iran",35.714427,51.340693,-3.0,Mixed,A,6.41,109.9,GratedInlet,48.7,2,0.05779981965734896,24.35,Medium Risk
"Accra, Ghana",5.598972,-0.173373,16.28,Residential,B,4.57,64.5,Manhole,121.6,50,0.06977099236641222,2.432,High Risk
"Copenhagen, Denmark",55.821219,12.667444,34.01,Residential,B,8.16,67.1,GratedInlet,36.3,25,0.11982378854625551,1.452,Low Risk
"Shenzhen, China",22.427389,114.1101,18.97,Commercial,C,7.09,121.4,GratedInlet,26.5,2,0.057924836601307185,13.25,Low Risk
"Singapore, Singapore",1.357708,103.936421,-3.0,Residential,B,4.42,24.4,CurbInlet,93.9,5,0.17401574803149608,18.78,High Risk
"Lagos, Nigeria",6.530892,3.344391,7.97,Residential,B,5.14,235.2,OpenChannel,48.2,5,0.02176121930567316,9.64,Medium Risk
"Ahmedabad, India",22.997733,72.543062,-3.0,Green,D,6.71,102.9,GratedInlet,24.8,5,0.0645813282001925,4.96,High Risk
"Lima, Peru",-12.185943,-77.113097,-3.0,Institutional,A,7.36,210.2,Manhole,29.9,5,0.03484848484848485,5.9799999999999995,Medium Risk
"Rotterdam, Netherlands",51.965733,4.51216,24.57,Water,B,4.43,396.1,Manhole,32.3,5,0.011155880130949382,6.459999999999999,Low Risk
